[DEBUG] 2022-06-23 12:58:19.189 [main] StatisticsInitiator - Statistics initialized [enabled=true]
[DEBUG] 2022-06-23 13:00:38.452 [main] StatisticsInitiator - Statistics initialized [enabled=true]
[DEBUG] 2022-06-23 13:01:00.402 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 1773ms, rows: 549
[DEBUG] 2022-06-23 13:15:57.203 [main] StatisticsInitiator - Statistics initialized [enabled=true]
[DEBUG] 2022-06-23 13:15:58.840 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 426ms, rows: 549
[DEBUG] 2022-06-23 13:16:02.375 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 148ms, rows: 549
[DEBUG] 2022-06-23 13:16:04.523 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 127ms, rows: 549
[DEBUG] 2022-06-23 13:16:05.910 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 136ms, rows: 549
[DEBUG] 2022-06-23 13:16:06.938 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 101ms, rows: 549
[DEBUG] 2022-06-23 13:16:07.741 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 93ms, rows: 549
[DEBUG] 2022-06-23 13:16:08.655 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 85ms, rows: 549
[DEBUG] 2022-06-23 13:16:09.474 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 97ms, rows: 549
[DEBUG] 2022-06-23 13:16:10.275 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 99ms, rows: 549
[DEBUG] 2022-06-23 13:16:11.029 [main] StatisticsImpl - HHH000117: HQL: select generatedAlias0 from orders as generatedAlias0 where generatedAlias0.creationDate<:param0, time: 74ms, rows: 549
[DEBUG] 2022-06-23 13:25:36.686 [main] StatisticsInitiator - Statistics initialized [enabled=true]
[DEBUG] 2022-06-23 13:35:48.074 [main] StatisticsInitiator - Statistics initialized [enabled=true]
[DEBUG] 2022-06-23 13:35:49.425 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 435ms, rows: 1000
[DEBUG] 2022-06-23 13:35:53.029 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 111ms, rows: 1000
[DEBUG] 2022-06-23 13:35:55.922 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 99ms, rows: 1000
[DEBUG] 2022-06-23 13:35:57.578 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 86ms, rows: 1000
[DEBUG] 2022-06-23 13:35:58.783 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 92ms, rows: 1000
[DEBUG] 2022-06-23 13:35:59.876 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 73ms, rows: 1000
[DEBUG] 2022-06-23 13:36:01.103 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 74ms, rows: 1000
[DEBUG] 2022-06-23 13:36:02.017 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 61ms, rows: 1000
[DEBUG] 2022-06-23 13:36:02.866 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 65ms, rows: 1000
[DEBUG] 2022-06-23 13:36:03.609 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 60ms, rows: 1000
[DEBUG] 2022-06-23 13:36:38.129 [main] StatisticsInitiator - Statistics initialized [enabled=true]
[DEBUG] 2022-06-23 13:36:39.706 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 468ms, rows: 1000
[DEBUG] 2022-06-23 13:36:43.346 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 108ms, rows: 1000
[DEBUG] 2022-06-23 13:36:46.105 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 93ms, rows: 1000
[DEBUG] 2022-06-23 13:36:48.003 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 98ms, rows: 1000
[DEBUG] 2022-06-23 13:36:49.360 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 117ms, rows: 1000
[DEBUG] 2022-06-23 13:36:50.576 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 72ms, rows: 1000
[DEBUG] 2022-06-23 13:36:51.598 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 74ms, rows: 1000
[DEBUG] 2022-06-23 13:36:52.654 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 80ms, rows: 1000
[DEBUG] 2022-06-23 13:36:53.582 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 69ms, rows: 1000
[DEBUG] 2022-06-23 13:36:54.413 [main] StatisticsImpl - HHH000117: HQL: SELECT * from orders LIMIT ?, time: 57ms, rows: 1000
